web_scraper_order,web_scraper_start_url,link,prix,adresse,image_lien,details
"1766771117-157","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-cochin-blanc-2850705","35 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_2850705_uploaded_image1_1608816820.jpg",""
"1766771119-158","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-2853881","Prix sur demande","Bargny, Sénégal","https://images.coinafrique.com/thumb_2853881_uploaded_image1_1609011772.jpg","Des pigeon a vendre par commande"
"1766771122-159","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-2880530","2 500CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2880530_uploaded_image1_1610226236.jpg","Poulets"
"1766771124-160","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/dindes-et-poulets-de-chair-2886105","Prix sur demande","Mbour, Sénégal","https://images.coinafrique.com/thumb_2886105_uploaded_image1_1610468092.jpg","Dindes et poulets de chair"
"1766771127-161","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/cochin-cailloute-2899128","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_2899128_uploaded_image1_1611044213.jpg","Couple cochin caïllouté à ceder de sang pur"
"1766771129-162","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-cochin-2907921","40 000CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_2907921_uploaded_image1_1611416785.jpg","Deux femelle cochin l'unité a 40000"
"1766771132-163","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-brahma-2917717","35 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2917717_uploaded_image1_1611862617.jpg",""
"1766771134-164","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-brahma-blanc-2917722","35 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2917722_uploaded_image1_1611862785.jpg",""
"1766771137-165","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-brahma-blanc-2917728","30 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2917728_uploaded_image1_1611862925.jpg",""
"1766771139-166","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-karavaty-chinoise-2921677","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2921677_uploaded_image1_1612093526.jpg","Karavaty chinoise pair"
"1766771141-167","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/paire-pigeon-romain-2921690","80 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2921690_uploaded_image1_1612093907.jpg","Pigeon romain pair"
"1766771144-168","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/paire-pigeon-coschoi-2921695","70 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2921695_uploaded_image1_1612094191.jpg",""
"1766771146-169","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/paire-pigeon-boulons-2921717","50 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2921717_uploaded_image1_1612095131.jpg",""
"1766771149-170","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-2921773","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2921773_uploaded_image1_1612098138.jpg","Jeune mâle"
"1766771151-171","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-laor-2921831","40 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2921831_uploaded_image1_1612100375.jpg","Pigeon Laor"
"1766771154-172","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-lahore-2921833","40 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2921833_uploaded_image1_1612100438.jpg","Pigeon Lahore"
"1766771156-173","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-de-chair-2923781","3 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_2923781_uploaded_image1_1612184473.jpg","Poulets d chair 
possibilité de livraison"
"1766771159-174","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereaux-rex-tricolore-2932849","Prix sur demande","Mbour, Sénégal","https://images.coinafrique.com/thumb_2932849_uploaded_image1_1612486492.jpg","Jeune lapereaux rex tricolore"
"1766771161-175","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-2942609","30 000CFA","Joal Fadiouth, Sénégal","https://images.coinafrique.com/thumb_2942609_uploaded_image1_1612913202.jpg","Blanc unique"
"1766771163-176","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-2944254","40 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_2944254_uploaded_image1_1612982200.jpg",""
"1766771166-177","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-brahma-hermine-2949738","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2949738_uploaded_image1_1613229441.jpg",""
"1766771168-178","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-brahma-blanc-hermine-2950013","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2950013_uploaded_image1_1613239360.jpg",""
"1766771171-179","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-fermiers-2950193","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2950193_uploaded_image1_1613251191.jpg","Trio 10000f
couple 7500f
apartir des 14 jours"
"1766771173-180","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-brahman-2950921","3 000CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_2950921_uploaded_image1_1613311102.jpg","Vacciné"
"1766771176-181","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-cokier-2954851","45 000CFA","M'bour, Sénégal","https://images.coinafrique.com/thumb_2954851_uploaded_image1_1613494967.jpg","C'est une pigeon cokier trei mignonne depuis elle accouche des belle pigeon"
"1766771178-182","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-2970567","15 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2970567_uploaded_image1_1614250380.jpg","Des lapain engoura et toutes autres race disponible"
"1766771181-183","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-1-jour-2974676","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2974676_uploaded_image1_1614452359.jpg","2 eclosion de 10000 poussin chaque semaine disponible a Dakar et partout au senegal"
"1766771183-184","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-2976666","2 500CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2976666_uploaded_image1_1614589003.jpg","Poids:  2kg ;2,300kg;2,600kg"
"1766771185-185","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-nain-2979256","30 000CFA","Ngor, Dakar, Sénégal","https://images.coinafrique.com/thumb_2979256_uploaded_image1_1614674197.jpg","Vends lapin nain de 6 mois avec grande cage et enclos. pris 30000 fcfa. contact"
"1766771188-186","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereaux-angora-2981287","15 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2981287_uploaded_image1_1614727616.jpg","Des laperaux race angora tou blanc

Vente laperaux"
"1766771190-187","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/brahma-2984079","12 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2984079_uploaded_image1_1614854523.jpg",""
"1766771193-188","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/perruches-ondulees-2996669","Prix sur demande","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_2996669_uploaded_image1_1615474536.jpg","Des perruches ondulées métissages anglais de couleur jaune et jaune verte."
"1766771195-189","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-brahma-3000249","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3000249_uploaded_image1_1615655282.jpg",""
"1766771198-190","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-pondeuse-3000537","3 500CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3000537_uploaded_image1_1615668903.jpg","Yeikh niak sujet   700 poulet pondeuses 3500fr par pièce 
à vendre 5 mois de ponte"
"1766771200-191","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/oison-de-toulouse-3000848","Prix sur demande","Mbour, Sénégal","https://images.coinafrique.com/thumb_3000848_uploaded_image1_1615686013.jpg","Des couple d'oison de toulouse
arrivage d'oison de toulouse"
"1766771203-192","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/chateau-3005822","50 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3005822_uploaded_image1_1615938255.jpg","Chateau"
"1766771205-193","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/jeune-king-3005849","50 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3005849_uploaded_image1_1615939888.jpg","Jeune king"
"1766771207-194","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/chateau-3005856","50 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3005856_uploaded_image1_1615940349.jpg",""
"1766771210-195","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-bleus-hollandais-3009280","6 500CFA","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_3009280_uploaded_image1_1616101333.jpg","Je vente bleus hollandais un lot de dix poules pour un prix de six mile cinq cent franc l'unité (6500 f).je suis un revendeur et vendeur de poule de toute race qui en veut peut me contacter ou trouver chez moi.je fais aussi des poussins  bleus et poule locale."
"1766771212-196","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-3010219","3 000CFA","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_3010219_uploaded_image1_1616159454.jpg","vente de poulet de chair."
"1766771215-197","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-3011311","5 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3011311_uploaded_image2_1616223766.jpeg",""
"1766771217-198","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/trio-dindes-rouge-3012683","130 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3012683_uploaded_image1_1616280245.jpg","Trio dindes rouge"
"1766771220-199","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-de-chair-3017104","3 000CFA","Touba, Sénégal","https://images.coinafrique.com/thumb_3017104_uploaded_image1_1616512963.jpg",""
"1766771222-200","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-de-chair-3020570","3 000CFA","Touba, Sénégal","https://images.coinafrique.com/thumb_3020570_uploaded_image1_1616677661.jpg",""
"1766771225-201","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-3020754","Prix sur demande","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3020754_uploaded_image1_1616682583.jpg","Des poulets de chair à vendre livraison possible"
"1766771227-202","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-de-chair-3020864","Prix sur demande","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3020864_uploaded_image1_1616685325.jpg","Vente des poulets de chair,   livraison possible. des poulets de 2,8k sur pieds 3500f"
"1766771230-203","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-cochin-blanc-3024487","70 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3024487_uploaded_image1_1616866962.jpg","Coq cochin blanc vend"
"1766771233-204","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/cochin-blanche-3025104","65 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3025104_uploaded_image1_1616923906.jpg","Cochin blanche"
"1766771235-205","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-3033406","25 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3033406_uploaded_image1_1617293184.jpg","Pigeon blond rouge"
"1766771238-206","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-angora-metisses-3035970","15 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3035970_uploaded_image1_1617382564.jpg",""
"1766771241-207","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-3049719","150 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3049719_uploaded_image1_1617978714.jpg","Couples écailles bleu et couples jaune et rouges  bavettè"
"1766771243-208","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereaux-3052171","20 000CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3052171_uploaded_image1_1618086163.jpg","Lapereaux de 20 jours livraison payante"
"1766771245-209","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-angora-3055838","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3055838_uploaded_image1_1618276360.jpg",""
"1766771248-210","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-laor-3058782","60 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3058782_uploaded_image1_1618401720.jpg",""
"1766771250-211","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-chateau-rouge-3063568","50 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3063568_uploaded_image1_1618595933.jpg",""
"1766771253-212","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-lahor-3063589","30 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3063589_uploaded_image1_1618596539.jpg",""
"1766771255-213","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-3065835","3 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3065835_uploaded_image1_1618714726.jpg","Client satisfait notre priorité
prix negiciable
good chicken's"
"1766771258-214","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-angora-3072438","20 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3072438_uploaded_image2_1619019452.jpeg","Lapin de race de 3 mois"
"1766771260-215","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-3076657","40 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3076657_uploaded_image1_1619200129.jpg","Beaute almend"
"1766771263-216","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-3076664","60 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3076664_uploaded_image1_1619200352.jpg","King"
"1766771265-217","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-3076669","100 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3076669_uploaded_image1_1619200506.jpg","Mondin"
"1766771267-218","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-lahor-3076680","30 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3076680_uploaded_image1_1619200906.jpg",""
"1766771270-219","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-de-chair-3082778","2 500CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3082778_uploaded_image1_1619528177.jpg",""
"1766771272-220","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couples-pigeons-boulant-panarami-reproducteurs-3083820","130 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3083820_uploaded_image1_1619564909.jpg","3couples pigeons boulant panoramè reproducteur disponibles à rufisque"
"1766771275-221","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-3087144","80 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3087144_uploaded_image1_1619723224.jpg","King blanc confirme"
"1766771277-222","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-couple-fauve-adultes-3089288","80 000CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3089288_uploaded_image1_1619848402.jpg","Couple fauve adultes"
"1766771280-223","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-lahore-3090984","20 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3090984_uploaded_image1_1619904750.jpg","Pigeon Lahore rouge male 100%"
"1766771282-224","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/perruches-arc-en-ciel-3094776","40 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3094776_uploaded_image1_1620059311.jpg","Perruches  producteur  plus  la cage."
"1766771285-225","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-kochoi-3099946","70 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3099946_uploaded_image1_1620258649.jpg","Pigeon kochoi"
"1766771311-226","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-mento-3101648","20 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3101648_uploaded_image1_1620324800.jpg","Voyageur mento pur"
"1766771316-227","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-lahore-rouge-3104308","25 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3104308_uploaded_image1_1620450063.jpg","Pigeon Lahore rouge"
"1766771318-228","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-lahore-noir-3104310","25 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3104310_uploaded_image1_1620450328.jpg","Pigeon Lahore"
"1766771325-229","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-3121121","22 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3121121_uploaded_image1_1621343038.jpg",""
"1766771330-230","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/colvert-3125526","35 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3125526_uploaded_image1_1621532802.jpg","Je je un couple de colvert de la famille anatidae venant du canada à un prix très abordable"
"1766771332-231","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-brahma-3126603","5 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3126603_uploaded_image1_1621600775.jpg",""
"1766771335-232","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-brahman-3128887","40 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3128887_uploaded_image1_1621714606.jpg","Ils sont 2mois"
"1766771337-233","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-angora-3130806","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3130806_uploaded_image1_1621853971.jpg","Bonjour je vends mes lapins angora mâle. ils sont déjà vacciné et ont 4 mois."
"1766771339-234","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/cailles-jumbos-3131078","1 500CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3131078_uploaded_image1_1621863390.jpg","Bonjour,
je vends des cailles jumbos souche lourde pré-pontes avec un bon ration male/femelle à très bon prix.
œuf de caille fécondés disponible."
"1766771342-235","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-mondain-3131153","180 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3131153_uploaded_image1_1621866089.jpg","Mondin nouveau sousse"
"1766771347-236","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-3136627","Prix sur demande","Bargny, Sénégal","https://images.coinafrique.com/thumb_3136627_uploaded_image1_1622124684.jpg","Jean, angora etc..."
"1766771350-237","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-voyageurs-3140949","12 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_3140949_uploaded_image1_1622373951.jpg","Pigeons voyageurs, paons et lawores à vendre."
"1766771352-238","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-3142583","500CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3142583_uploaded_image2_1622471438.jpeg","Bonjour 
pigeon 
accessoires 
autres"
"1766771355-239","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/dinde-3148596","15 000CFA","Touba, Sénégal","https://images.coinafrique.com/thumb_3148596_uploaded_image1_1622649167.jpg",""
"1766771357-240","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/perroquet-3150902","40 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3150902_uploaded_image1_1622730048.jpg","Je vend des inséparables  d'inde a bon prix"
"1766771360-241","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-3152493","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3152493_uploaded_image1_1622801692.jpg","Poulets disponible à sangalkam"
"1766771362-242","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-local-3154953","3 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3154953_uploaded_image2_1622902343.jpeg","Je vends des bleu et autres race de poule lapin autres   - vos poulet locale amélioré"
"1766771364-243","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereaux-3155585","15 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_3155585_uploaded_image1_1622926869.jpg","Paire lapereaux a céder dakar pikine whatsapp"
"1766771367-244","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereaux-3155590","15 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_3155590_uploaded_image1_1622927017.jpg","Paire lapereaux a céder dakar pikine"
